,hlasy abs,hlasy procenta,mandat,navrhujici strana,politicka prislusnost,poradi ve strane,poradi zvoleni,prijmeni jmeno,rok,strana cislo,strana nazev,tituly,vek
1753,370,227.0,0,NK,BEZPP,25,,Štěpánek Daniel,2014,9,Liberec ještě žije,,21
1754,334,204.0,0,NK,BEZPP,36,,Štěpánek Jan,2014,9,Liberec ještě žije,,25
1755,44,218.0,0,SPO,BEZPP,14,,Štěpánek Josef,2014,14,Strana Práv Občanů,,42
1756,497,343.0,0,Úsvit,BEZPP,3,,Štěpánková Marie,2014,5,Úsvit přímé demokracie,Ing. ,34
1757,40,198.0,0,SPO,BEZPP,18,,Štěpánková Marie,2014,14,Strana Práv Občanů,,39
1758,574,239.0,0,KDU-ČSL,BEZPP,18,,Štula Martin,2014,6,KDU-ČSL a nezávislí,RNDr. ,49
1759,653,187.0,0,PRO ZS,BEZPP,37,,Šulc Josef,2014,15,PRO Sport a Zdraví,,57
1760,1 094,387.0,0,NOS,NOS,2,,Šulc Milan,2014,1,Nový směr-společná kandidátka,Ing. ,48
1761,5 054,268.0,1,ANO,ANO,9,9,Šulc Pavel,2014,13,ANO 2011,Ing. ,36
1762,697,246.0,0,NOS,NOS,23,,Šulcová Marcela,2014,1,Nový směr-společná kandidátka,,24
1763,6 184,232.0,0,Změna,BEZPP,37,25,Švancar Martin,2014,4,Změna pro Liberec,Ing. ,44
1764,7 025,264.0,1,Změna,Změna,8,8,Tachovská Zuzana,2014,4,Změna pro Liberec,Mgr. ,44
1765,587,244.0,0,NK,BEZPP,16,,Tischerová Šárka,2014,6,KDU-ČSL a nezávislí,Mgr. ,50
1766,4 206,243.0,0,SLK,BEZPP,29,21,Tomáš Bohdan,2014,3,Starostové pro Liberecký kraj,Ing. ,71
1767,49,243.0,0,SPO,BEZPP,21,,Tomáš Robert,2014,14,Strana Práv Občanů,,47
1768,1 046,300.0,0,PRO ZS,BEZPP,23,,Toscani Robert,2014,15,PRO Sport a Zdraví,MUDr. ,64
1769,40,198.0,0,SPO,BEZPP,23,,Turek Břetislav,2014,14,Strana Práv Občanů,,72
1770,1 364,259.0,0,ODS,ODS,12,11,Tvrzník Michal,2014,12,Občanská demokratická strana,Ing. ,29
1771,1 346,230.0,0,KSČM,KSČM,37,35,Ullrich Jindřich,2014,11,Komunistická str.Čech a Moravy,,67
1772,1 423,244.0,0,KSČM,KSČM,32,30,Ullrich Milan,2014,11,Komunistická str.Čech a Moravy,,63
1773,1 434,246.0,0,KSČM,KSČM,31,29,Urbánková Marie,2014,11,Komunistická str.Čech a Moravy,,67
1774,775,222.0,0,PRO ZS,USZ,26,,Vacková Jana,2014,15,PRO Sport a Zdraví,,57
1775,4 897,283.0,1,SLK,BEZPP,8,6,Václavík David,2014,3,Starostové pro Liberecký kraj,doc. PhDr. Ph.D.,39
1776,946,271.0,0,PRO ZS,PRO ZS,4,,Vágner Milan,2014,15,PRO Sport a Zdraví,,69
1777,474,238.0,0,Svobodní,BEZPP,31,,Válek Petr,2014,10,Strana svobodných občanů,,41
1778,1 479,253.0,0,KSČM,KSČM,19,17,Valter Karel,2014,11,Komunistická str.Čech a Moravy,,67
1779,4 187,222.0,0,ANO,BEZPP,37,28,Vančatová Jana,2014,13,ANO 2011,Ing. ,49
1780,4 109,218.0,0,ANO,BEZPP,38,29,Vaňková Dagmar,2014,13,ANO 2011,,39
1781,1 438,246.0,0,KSČM,KSČM,29,27,Vaňková Hana,2014,11,Komunistická str.Čech a Moravy,,65
1782,356,218.0,0,NK,BEZPP,33,,Váňová Dora,2014,9,Liberec ještě žije,,29
1783,1 485,254.0,0,KSČM,KSČM,26,24,Vavřich Josef,2014,11,Komunistická str.Čech a Moravy,,51
1784,613,216.0,0,NOS,BEZPP,36,,Vele Martin,2014,1,Nový směr-společná kandidátka,,47
1785,5 058,292.0,1,SLK,BEZPP,3,4,Vinklátová Květa,2014,3,Starostové pro Liberecký kraj,Ing. ,49
1786,368,225.0,0,NK,BEZPP,30,,Vinš Michael,2014,9,Liberec ještě žije,,20
1787,5 164,274.0,1,ANO,ANO,5,5,Vítová Libuše,2014,13,ANO 2011,Mgr. ,55
1788,639,226.0,0,NOS,BEZPP,29,,Vízek Josef,2014,1,Nový směr-společná kandidátka,,60
1789,39,193.0,0,SPO,BEZPP,34,,Vlček Miroslav,2014,14,Strana Práv Občanů,,61
1790,1 398,245.0,0,TOP 09,BEZPP,19,18,Vlková Jana,2014,8,TOP 09,,50
1791,343,236.0,0,Úsvit,BEZPP,35,,Vodička Milan,2014,5,Úsvit přímé demokracie,,50
1792,344,237.0,0,Úsvit,BEZPP,31,,Vodičková Ivana,2014,5,Úsvit přímé demokracie,,48
1793,4 951,263.0,0,ANO,BEZPP,15,6,Vokasová Petra,2014,13,ANO 2011,Ing. ,33
1794,1 559,267.0,0,KSČM,KSČM,8,6,Voldřich Milan,2014,11,Komunistická str.Čech a Moravy,,59
1795,38,188.0,0,SPO,BEZPP,32,,Vondráček Miroslav,2014,14,Strana Práv Občanů,,56
1796,1 534,263.0,0,KSČM,KSČM,15,13,Vondruška Josef,2014,11,Komunistická str.Čech a Moravy,JUDr. ,66
1797,664,234.0,0,NOS,BEZPP,22,,Voňka Miroslav,2014,1,Nový směr-společná kandidátka,,49
1798,528,265.0,0,Svobodní,Svobodní,4,,Vorel David,2014,10,Strana svobodných občanů,,30
1799,2 780,271.0,0,ČSSD,ČSSD,8,4,Vorel Lukáš,2014,2,Česká str.sociálně demokrat.,Dipl.-Kfm. ,37
1800,841,297.0,0,NOS,BEZPP,10,,Vozák Jiří,2014,1,Nový směr-společná kandidátka,,51
1801,894,256.0,0,PRO ZS,BEZPP,17,,Všetičková Soňa,2014,15,PRO Sport a Zdraví,MUDr. ,44
1802,1 284,244.0,0,ODS,ODS,30,28,Vyhnisová Vladimíra,2014,12,Občanská demokratická strana,Ing. ,36
1803,7 105,267.0,0,Změna,BEZPP,15,3,Vytiska Jiří,2014,4,Změna pro Liberec,MUDr. ,63
1804,366,252.0,0,Úsvit,BEZPP,13,,Walter Viktor,2014,5,Úsvit přímé demokracie,,60
1805,1 303,247.0,0,ODS,ODS,22,20,Wencel Kristián,2014,12,Občanská demokratická strana,,22
1806,2 572,251.0,0,ČSSD,ČSSD,24,20,Wildner Michal,2014,2,Česká str.sociálně demokrat.,,33
1807,4 801,255.0,0,ANO,BEZPP,24,15,Zahradník Radek,2014,13,ANO 2011,Ing. ,36
1808,386,266.0,0,Úsvit,BEZPP,9,,Záhumenský Jan,2014,5,Úsvit přímé demokracie,,49
1809,950,272.0,0,PRO ZS,BEZPP,16,,Zákoucký Vít,2014,15,PRO Sport a Zdraví,Mgr. ,36
1810,4 906,260.0,0,ANO,BEZPP,14,5,Záleský Jakub,2014,13,ANO 2011,,37
1811,5 121,296.0,1,SLK,BEZPP,4,3,Zámečník Jaroslav,2014,3,Starostové pro Liberecký kraj,Ing. CSc.,48
1812,3 833,203.0,0,ANO,BEZPP,39,30,Zaplatílek Vladimír,2014,13,ANO 2011,Ing. ,65
1813,130,215.0,0,SOS,BEZPP,39,,Zárybnická Marie,2014,7,Str.pro otevřenou společnost,,75
1814,1 472,279.0,0,ODS,ODS,4,5,Zástěra Svatopluk,2014,12,Občanská demokratická strana,Ing. ,46
1815,466,194.0,0,KDU-ČSL,BEZPP,38,,Zatloukalová Marie,2014,6,KDU-ČSL a nezávislí,,51
1816,676,239.0,0,NOS,BEZPP,17,,Zavadský Pavel,2014,1,Nový směr-společná kandidátka,Ing. ,55
1817,4 332,250.0,0,SLK,BEZPP,21,13,Zavoral Jiří,2014,3,Starostové pro Liberecký kraj,Bc. ,39
1818,4 942,262.0,0,ANO,ANO,12,3,Zeler Aleš,2014,13,ANO 2011,,43
1819,1 526,261.0,0,KSČM,KSČM,9,7,Zelinková Ludmila,2014,11,Komunistická str.Čech a Moravy,,67
1820,4 958,263.0,0,ANO,BEZPP,13,4,Zeman Filip,2014,13,ANO 2011,,34
1821,691,288.0,0,NK,BEZPP,12,,Zemanová Hana,2014,6,KDU-ČSL a nezávislí,,43
1822,512,257.0,0,Svobodní,BEZPP,20,,Zikmund Tomáš,2014,10,Strana svobodných občanů,,46
1823,5 083,270.0,1,ANO,ANO,7,7,Zobín Jakub,2014,13,ANO 2011,,29
1824,1 192,226.0,0,ODS,ODS,36,34,Zvára Petr,2014,12,Občanská demokratická strana,,40
1825,4 877,259.0,0,ANO,BEZPP,16,7,Žák Jindřich,2014,13,ANO 2011,,57
1826,4 116,238.0,0,SLK,BEZPP,32,24,Žůrková Irena,2014,3,Starostové pro Liberecký kraj,,45
1827,4 332,274.0,0,Zelení,BEZPP,10,4,Absolonová Kateřina,2018,10,Změna pro Liberec,MUDr. ,52
1828,6 865,270.0,1,ANO,BEZPP,3,3,Balašová Renáta,2018,5,ANO 2011,Mgr. ,42
1829,1 043,244.0,0,Svobodní,Svobodní,19,,Ballaty Daniel,2018,7,PRO 2016 s podporou Svobodných,,25
1830,357,191.0,0,NK,BEZPP,37,,Bára Milan,2018,8,Liberec Plus+,,63
1831,591,234.0,0,ČSSD,ČSSD,28,,Bartáková Milada,2018,12,Česká str.sociálně demokrat.,,74
1832,532,285.0,0,NK,BEZPP,5,,Bartoň Zdeněk,2018,8,Liberec Plus+,Bc. ,51
1833,6 432,253.0,0,ANO,BEZPP,26,15,Bartoníčková Veronika,2018,5,ANO 2011,,18
1834,1 424,261.0,0,SPD,SPD,8,,Bartoš Jan,2018,2,Svob.a př.dem.-T.Okamura (SPD),,74
1835,1 264,231.0,0,SPD,BEZPP,38,,Bartošová Veronika,2018,2,Svob.a př.dem.-T.Okamura (SPD),,19
1836,561,222.0,0,ČSSD,ČSSD,35,,Bartošová Zuzana,2018,12,Česká str.sociálně demokrat.,Ing. ,47
1837,9 181,240.0,0,SLK,BEZPP,35,19,Bartůšek Ondřej,2018,3,Starostové pro Liberecký kraj,Mgr. ,34
1838,1 387,221.0,0,NK,BEZPP,31,29,Basl Vojtěch,2018,6,Liberec otevřený lidem - LOL!,,35
1839,1 862,297.0,0,TJ.,BEZPP,5,3,Baslová Petra Alžběta,2018,6,Liberec otevřený lidem - LOL!,,35
1840,2 276,533.0,0,PRO2016,PRO2016,1,,Batthyány Tibor,2018,7,PRO 2016 s podporou Svobodných,,40
1841,2 820,449.0,1,TJ.,Zelení,1,2,Baxa Jaromír,2018,6,Liberec otevřený lidem - LOL!,PhDr. Ph.D.,36
1842,1 390,254.0,0,SPD,SPD,16,,Beck Vlastimil,2018,2,Svob.a př.dem.-T.Okamura (SPD),,68
1843,1 442,230.0,0,NK,BEZPP,26,24,Beckert Michal,2018,6,Liberec otevřený lidem - LOL!,Dipl.-Übers. (FH) ,36
1844,917,254.0,0,KSČM,KSČM,22,,Bělohlávek Jiří,2018,9,Komunistická str.Čech a Moravy,,68
1845,1 097,257.0,0,Svobodní,Svobodní,7,,Benek Martin,2018,7,PRO 2016 s podporou Svobodných,,20
1846,3 933,249.0,0,Zelení,Zelení,24,18,Benešová Radka,2018,10,Změna pro Liberec,Mgr. ,42
1847,157,285.0,0,Soukromníci,Soukromníci,12,,Berčo Jiří,2018,11,Strana soukromníků ČR,,42
1848,1 357,268.0,0,USZ,BEZPP,8,,Berka Martin,2018,1,Unie pro sport a zdraví,,44
1849,10 508,275.0,1,SLK,SLK,5,5,Berki Jan,2018,3,Starostové pro Liberecký kraj,Mgr. Ph.D.,37
1850,607,240.0,0,ČSSD,ČSSD,23,,Bernášek Zdeněk,2018,12,Česká str.sociálně demokrat.,,29
1851,440,236.0,0,NOS,NOS,10,,Bezucha Michal,2018,8,Liberec Plus+,,30
1852,9 612,251.0,0,SLK,BEZPP,24,8,Bílková Iveta,2018,3,Starostové pro Liberecký kraj,,49
1853,393,211.0,0,NK,BEZPP,28,,Bitterlich Jan,2018,8,Liberec Plus+,,31
1854,6 104,240.0,0,ANO,BEZPP,37,26,Bláha Jiří,2018,5,ANO 2011,,57
1855,1 352,247.0,0,SPD,SPD,32,,Boček Alexandr,2018,2,Svob.a př.dem.-T.Okamura (SPD),,49
1856,1 013,237.0,0,PRO2016,BEZPP,32,,Borkovec Lukáš,2018,7,PRO 2016 s podporou Svobodných,,28
1857,9 763,255.0,0,SLK,BEZPP,29,13,Brestovanský Petr,2018,3,Starostové pro Liberecký kraj,Mgr. ,48
1858,6 470,254.0,0,ANO,BEZPP,25,14,Brož Zdeněk,2018,5,ANO 2011,Bc. ,25
1859,423,227.0,0,NK,BEZPP,31,,Brunclík Libor,2018,8,Liberec Plus+,,42
1860,2 868,287.0,1,ODS,ODS,2,3,Břeňová Petra,2018,4,Občanská demokratická strana,,39
1861,2 467,247.0,0,ODS,BEZPP,31,27,Bufková Rychecká Martina,2018,4,Občanská demokratická strana,Ing. ,50
1862,2 651,266.0,0,ODS,ODS,9,6,Burdys Stanislav,2018,4,Občanská demokratická strana,,72
1863,3 936,249.0,0,Zelení,BEZPP,26,20,Burešová Martina,2018,10,Změna pro Liberec,Mgr. ,45
1864,2 566,257.0,0,ODS,ODS,11,7,Can Löfflerová Iva,2018,4,Občanská demokratická strana,,52
1865,3 997,253.0,0,Změna,BEZPP,15,9,Cecek Jiri,2018,10,Změna pro Liberec,,62
1866,2 506,251.0,0,ODS,ODS,26,22,Cerman Marek,2018,4,Občanská demokratická strana,,43
1867,3 981,252.0,0,NK,BEZPP,21,15,Cicvárek Martin,2018,10,Změna pro Liberec,Ing. ,52
1868,1 393,255.0,0,SPD,SPD,15,,Cidrych Jan,2018,2,Svob.a př.dem.-T.Okamura (SPD),,66
1869,957,265.0,0,KSČM,KSČM,7,,Cihlář Jiří,2018,9,Komunistická str.Čech a Moravy,Ing. ,62
1870,1 368,270.0,0,USZ,USZ,17,,Cvrček Stanislav,2018,1,Unie pro sport a zdraví,Mgr. ,64
1871,9 286,243.0,0,SLK,BEZPP,33,17,Cvrček Vladimír,2018,3,Starostové pro Liberecký kraj,Mgr. ,79
1872,1 812,289.0,0,NK,BEZPP,7,5,Čechlovská Miloslava,2018,6,Liberec otevřený lidem - LOL!,PhDr. ,49
1873,143,260.0,0,Soukromníci,BEZPP,23,,Čejka Viktor,2018,11,Strana soukromníků ČR,,28
1874,130,236.0,0,Soukromníci,BEZPP,25,,Čejková Lenka,2018,11,Strana soukromníků ČR,,27
1875,635,252.0,0,ČSSD,ČSSD,16,,Čelák Pavel,2018,12,Česká str.sociálně demokrat.,,48
1876,1 451,266.0,0,SPD,SPD,7,,Čepelák Jan,2018,2,Svob.a př.dem.-T.Okamura (SPD),,49
1877,407,218.0,0,NK,BEZPP,16,,Čermáková Alena,2018,8,Liberec Plus+,,64
1878,1 609,256.0,0,NK,BEZPP,10,8,Čermáková Eva,2018,6,Liberec otevřený lidem - LOL!,Mgr. ,34
1879,400,214.0,0,NK,BEZPP,34,,Černá Iveta,2018,8,Liberec Plus+,,43
1880,814,437.0,0,NOS,NOS,2,,Černý Petr,2018,8,Liberec Plus+,Ing. Mgr.,44
1881,1 147,269.0,0,Svobodní,Svobodní,9,,Čertík Jan,2018,7,PRO 2016 s podporou Svobodných,Mgr. ,34
1882,1 659,264.0,0,NK,BEZPP,18,16,Červa Petr,2018,6,Liberec otevřený lidem - LOL!,Ing. Ph.D.,37
1883,3 790,240.0,0,NK,BEZPP,34,28,Červený Jan,2018,10,Změna pro Liberec,,45
1884,1 001,197.0,0,USZ,BEZPP,38,,Čmugr Marek,2018,1,Unie pro sport a zdraví,,19
1885,947,508.0,0,NK,BEZPP,3,,Čmuchálek Jan,2018,8,Liberec Plus+,,42
1886,1 212,284.0,0,PRO2016,BEZPP,10,,Čulík Martin,2018,7,PRO 2016 s podporou Svobodných,Ing. ,53
1887,2 774,278.0,0,ODS,ODS,4,2,Ditrich Martin,2018,4,Občanská demokratická strana,Ing. ,53
1888,1 446,265.0,0,SPD,SPD,6,,Dlouhá Jaroslava,2018,2,Svob.a př.dem.-T.Okamura (SPD),,52
1889,807,224.0,0,KSČM,KSČM,39,,Dohnal Stanislav,2018,9,Komunistická str.Čech a Moravy,,77
1890,1 039,243.0,0,Svobodní,BEZPP,29,,Doležal Petr,2018,7,PRO 2016 s podporou Svobodných,,44
1891,4 271,270.0,0,Změna,Změna,12,6,Doležalová Halina,2018,10,Změna pro Liberec,Bc. ,52
1892,1 378,252.0,0,SPD,SPD,19,,Douša Ctislav,2018,2,Svob.a př.dem.-T.Okamura (SPD),,40
1893,1 730,317.0,0,SPD,SPD,1,,Drábková Věnceslava,2018,2,Svob.a př.dem.-T.Okamura (SPD),Mgr. ,55
1894,570,306.0,0,NK,BEZPP,13,,Ducháček Marek,2018,8,Liberec Plus+,Mgr. ,42
1895,1 008,236.0,0,PRO2016,BEZPP,34,,Dušátko Jiří,2018,7,PRO 2016 s podporou Svobodných,,45
1896,731,290.0,0,ČSSD,ČSSD,3,,Dušek Adam,2018,12,Česká str.sociálně demokrat.,,28
1897,1 056,247.0,0,Svobodní,BEZPP,15,,Dvořáčková Klára,2018,7,PRO 2016 s podporou Svobodných,,20
1898,9 309,243.0,0,SLK,BEZPP,32,16,Dvořák Petr,2018,3,Starostové pro Liberecký kraj,,57
1899,2 331,460.0,0,USZ,USZ,1,,Dzan Ladislav,2018,1,Unie pro sport a zdraví,MUDr. Ph.D.,53
1900,859,238.0,0,KSČM,KSČM,34,,Ebert Vladimír,2018,9,Komunistická str.Čech a Moravy,,72
1901,1 848,294.0,0,NK,BEZPP,8,4,Eliášová Marie,2018,6,Liberec otevřený lidem - LOL!,MgA. ,27
1902,4 353,275.0,0,Zelení,Zelení,7,1,Felcman Jindřich,2018,10,Změna pro Liberec,Mgr. ,34
1903,1 750,279.0,0,TJ.,BEZPP,4,6,Felgr Pavel,2018,6,Liberec otevřený lidem - LOL!,,46
1904,9 772,256.0,0,SLK,BEZPP,20,4,Ferdan Antonín,2018,3,Starostové pro Liberecký kraj,Mgr. ,31
1905,3 848,243.0,0,Změna,BEZPP,31,25,Fialová Hana,2018,10,Změna pro Liberec,Ing. CSc.,59
1906,1 398,256.0,0,SPD,SPD,18,,Flejberk Pavel,2018,2,Svob.a př.dem.-T.Okamura (SPD),,66
1907,682,270.0,0,ČSSD,ČSSD,4,,Fontana Denis,2018,12,Česká str.sociálně demokrat.,,27
1908,134,244.0,0,Soukromníci,BEZPP,26,,Formánková Aneta,2018,11,Strana soukromníků ČR,,22
1909,166,302.0,0,Soukromníci,Soukromníci,4,,Formánková Karolína,2018,11,Strana soukromníků ČR,,27
1910,394,211.0,0,NK,BEZPP,24,,Fremrová Eva,2018,8,Liberec Plus+,,60
1911,141,256.0,0,Soukromníci,BEZPP,22,,Frydrychová Aneta,2018,11,Strana soukromníků ČR,,20
1912,141,256.0,0,Soukromníci,BEZPP,17,,Frydrychová Linda,2018,11,Strana soukromníků ČR,,26
1913,221,402.0,0,Soukromníci,Soukromníci,2,,Fulín Pavel,2018,11,Strana soukromníků ČR,,74
1914,131,238.0,0,Soukromníci,BEZPP,31,,Gábor Kamil,2018,11,Strana soukromníků ČR,,19
1915,1 469,234.0,0,NK,BEZPP,19,17,Galata Hrbková Aneta,2018,6,Liberec otevřený lidem - LOL!,,36
1916,2 492,250.0,0,ODS,ODS,27,23,Gardoň Jan,2018,4,Občanská demokratická strana,Ing. ,52
1917,9 718,254.0,0,SLK,BEZPP,22,6,Gardoňová Andrea,2018,3,Starostové pro Liberecký kraj,Mgr. ,50
1918,1 459,232.0,0,NK,BEZPP,27,25,Glancová Valentina,2018,6,Liberec otevřený lidem - LOL!,,57
1919,940,261.0,0,KSČM,KSČM,15,,Golis František,2018,9,Komunistická str.Čech a Moravy,,40
1920,1 083,254.0,0,Svobodní,Svobodní,11,,Gottvald Zdeněk,2018,7,PRO 2016 s podporou Svobodných,,35
1921,3 922,248.0,0,NK,BEZPP,23,17,Grajcár Petr,2018,10,Změna pro Liberec,,54
1922,1 113,219.0,0,USZ,BEZPP,26,,Grajcarová Monika,2018,1,Unie pro sport a zdraví,,49
1923,404,216.0,0,NK,BEZPP,22,,Gremlica Stanislav,2018,8,Liberec Plus+,,49
1924,427,229.0,0,NK,BEZPP,7,,Gruber František,2018,8,Liberec Plus+,,62
1925,403,216.0,0,NK,BEZPP,23,,Gruber František,2018,8,Liberec Plus+,,41
1926,695,275.0,0,ČSSD,ČSSD,10,,Gubáš Robert,2018,12,Česká str.sociálně demokrat.,Ing. Mgr.,28
1927,4 115,260.0,0,NK,BEZPP,11,5,Gubiš Jindřich,2018,10,Změna pro Liberec,,32
1928,3 704,234.0,0,Změna,Změna,36,30,Haidl Ladislav,2018,10,Změna pro Liberec,,54
1929,4 326,274.0,1,NK,BEZPP,4,5,Haidlová Pavla,2018,10,Změna pro Liberec,,54
1930,2 562,257.0,0,ODS,ODS,19,15,Halberstadtová Dana,2018,4,Občanská demokratická strana,Bc. ,70
1931,853,237.0,0,KSČM,BEZPP,36,,Halíř Jiří,2018,9,Komunistická str.Čech a Moravy,,71
1932,2 850,286.0,1,ODS,ODS,6,4,Hampl Tomáš,2018,4,Občanská demokratická strana,Ing. ,49
1933,925,257.0,0,KSČM,BEZPP,10,,Hanáková Iva,2018,9,Komunistická str.Čech a Moravy,,58
1934,964,267.0,0,KSČM,KSČM,9,,Hartig Otto,2018,9,Komunistická str.Čech a Moravy,,54
1935,2 188,219.0,0,ODS,ODS,38,34,Havelka Jan,2018,4,Občanská demokratická strana,,49
1936,978,271.0,0,KSČM,KSČM,3,,Havelka Jaroslav,2018,9,Komunistická str.Čech a Moravy,Mgr. ,67
1937,6 418,252.0,0,ANO,BEZPP,28,17,Havelková Renáta,2018,5,ANO 2011,DiS. ,34
1938,417,223.0,0,NK,BEZPP,18,,Havlíček Radim,2018,8,Liberec Plus+,,47
1939,2 474,248.0,0,ODS,ODS,29,25,Havlín Ondřej,2018,4,Občanská demokratická strana,Bc. ,48
1940,2 627,263.0,0,ODS,ODS,7,4,Havlínová Petra,2018,4,Občanská demokratická strana,Mgr. ,39
1941,2 602,261.0,0,ODS,ODS,16,12,Hazi Jan,2018,4,Občanská demokratická strana,Bc. DiS.,39
1942,980,272.0,0,KSČM,KSČM,8,,Heiland Petr,2018,9,Komunistická str.Čech a Moravy,,25
1943,8 330,218.0,0,SLK,BEZPP,38,22,Helebrant Josef,2018,3,Starostové pro Liberecký kraj,,69
1944,598,237.0,0,ČSSD,ČSSD,26,,Hlaváček Pavel,2018,12,Česká str.sociálně demokrat.,,47
1945,946,262.0,0,KSČM,KSČM,13,,Hlavatá Miroslava,2018,9,Komunistická str.Čech a Moravy,,46
1946,419,225.0,0,NK,BEZPP,27,,Hloušek Petr,2018,8,Liberec Plus+,,37
1947,494,265.0,0,NOS,NOS,6,,Hnízdil Tomáš,2018,8,Liberec Plus+,,45
1948,391,209.0,0,NK,BEZPP,32,,Hnízdilová Andrea,2018,8,Liberec Plus+,,39
1949,1 585,313.0,0,USZ,BEZPP,5,,Holeňák Miroslav,2018,1,Unie pro sport a zdraví,,42
1950,5 729,225.0,0,ANO,BEZPP,38,27,Holub Aleš,2018,5,ANO 2011,,41
1951,2 394,240.0,0,ODS,ODS,34,30,Honzejková Lucie,2018,4,Občanská demokratická strana,DiS. ,41
1952,1 107,218.0,0,USZ,BEZPP,37,,Hořínková Soňa,2018,1,Unie pro sport a zdraví,Ing. ,50
1953,2 710,272.0,0,ODS,ODS,8,5,Hoza Martin,2018,4,Občanská demokratická strana,Ing. ,49
1954,2 454,246.0,0,ODS,ODS,30,26,Hrádek Robert,2018,4,Občanská demokratická strana,Ing. ,50
1955,704,279.0,0,ČSSD,ČSSD,9,,Hrbek Ivan,2018,12,Česká str.sociálně demokrat.,Mgr. ,51
1956,4 720,299.0,1,Změna,BEZPP,2,3,Hrbková Karolína,2018,10,Změna pro Liberec,Ing. ,37
1957,10 216,267.0,1,SLK,SLK,7,7,Hron Michal,2018,3,Starostové pro Liberecký kraj,RNDr. ,69
1958,618,245.0,0,ČSSD,ČSSD,19,,Hrubý Pavel,2018,12,Česká str.sociálně demokrat.,,56
1959,627,248.0,0,ČSSD,BEZPP,17,,Hrubý Radek,2018,12,Česká str.sociálně demokrat.,,36
1960,537,213.0,0,ČSSD,ČSSD,37,,Hruša František,2018,12,Česká str.sociálně demokrat.,Ing. ,69
1961,960,225.0,0,PRO2016,BEZPP,38,,Hruška Jiří,2018,7,PRO 2016 s podporou Svobodných,Ing. ,47
1962,1 262,295.0,0,Svobodní,Svobodní,5,,Hubínka Zbyněk,2018,7,PRO 2016 s podporou Svobodných,Ing. ,42
1963,1 371,251.0,0,SPD,SPD,27,,Hujer Miroslav,2018,2,Svob.a př.dem.-T.Okamura (SPD),,55
1964,598,237.0,0,ČSSD,ČSSD,21,,Hunka Eduard,2018,12,Česká str.sociálně demokrat.,,71
1965,598,237.0,0,ČSSD,ČSSD,22,,Hunka Roman,2018,12,Česká str.sociálně demokrat.,,46
1966,4 062,257.0,0,Změna,BEZPP,19,13,Hunter Richard Thomas,2018,10,Změna pro Liberec,,53
1967,1 432,262.0,0,SPD,SPD,13,,Hybner Pavel,2018,2,Svob.a př.dem.-T.Okamura (SPD),,56
1968,396,212.0,0,NK,BEZPP,25,,Hyhlanová Jana,2018,8,Liberec Plus+,,36
1969,3 787,240.0,0,Zelení,Zelení,33,27,Chalupná Pavlina,2018,10,Změna pro Liberec,,71
1970,3 915,248.0,0,Změna,Změna,27,21,Chalupný František,2018,10,Změna pro Liberec,Ing. ,73
1971,8 695,227.0,0,SLK,KDU-ČSL,37,21,Charuza Jiří,2018,3,Starostové pro Liberecký kraj,Ing. ,48
1972,10 016,262.0,1,SLK,TOP 09,8,8,Chmelík Zdeněk,2018,3,Starostové pro Liberecký kraj,,42
1973,9 556,250.0,0,SLK,TOP 09,25,9,Chroust Martin,2018,3,Starostové pro Liberecký kraj,Bc. ,36
1974,1 267,250.0,0,USZ,BEZPP,11,,Ibehejová Jana,2018,1,Unie pro sport a zdraví,Mgr. ,32
1975,1 413,225.0,0,NK,BEZPP,29,27,Janata Martin,2018,6,Liberec otevřený lidem - LOL!,,32
1976,168,305.0,0,Soukromníci,BEZPP,20,,Janda Radim,2018,11,Strana soukromníků ČR,,47
1977,9 841,257.0,0,SLK,BEZPP,23,7,Janďourek Jiří,2018,3,Starostové pro Liberecký kraj,Ing. arch. Ing.,43
1978,161,293.0,0,Soukromníci,Soukromníci,6,,Janečková Blanka,2018,11,Strana soukromníků ČR,,38
1979,217,395.0,0,Soukromníci,Soukromníci,3,,Janoušek Aleš,2018,11,Strana soukromníků ČR,,53
1980,1 405,257.0,0,SPD,SPD,11,,Jarchovský František,2018,2,Svob.a př.dem.-T.Okamura (SPD),,71
1981,2 556,256.0,0,ODS,ODS,14,10,Jarošová Naděžda,2018,4,Občanská demokratická strana,,62
1982,1 396,255.0,0,SPD,SPD,20,,Jašurek Pavel,2018,2,Svob.a př.dem.-T.Okamura (SPD),,35
1983,914,254.0,0,KSČM,BEZPP,19,,Jehlička Bohumil,2018,9,Komunistická str.Čech a Moravy,,58
1984,2 650,266.0,0,ODS,ODS,18,14,Jech Ctibor,2018,4,Občanská demokratická strana,,69
1985,411,220.0,0,NK,BEZPP,29,,Jeníková Bohdana,2018,8,Liberec Plus+,,40
1986,6 626,260.0,0,ANO,ANO,13,2,Ježek Libor,2018,5,ANO 2011,Ing. ,59
1987,1 518,242.0,0,NK,BEZPP,21,19,Ježek Martin,2018,6,Liberec otevřený lidem - LOL!,,42
1988,1 078,213.0,0,USZ,BEZPP,36,,Jílek Jan,2018,1,Unie pro sport a zdraví,Mgr. ,38
1989,1 496,238.0,0,NK,BEZPP,14,12,Jírovská Lucie,2018,6,Liberec otevřený lidem - LOL!,,21
